Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label
CCP is addicted in making deadly contagious virus. They're probably this one could accomplish what covid19 failed to do: depopulate the world.,ccp is addicted in making deadly contagious virus theyre probably this one could accomplish what covid19 failed to do depopulate the world,"{'neg': 0.207, 'neu': 0.691, 'pos': 0.102, 'compound': -0.4404}",-0.4404,Negative
Where is Tiffany Meier ?,where is tiffany meier,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
They made a new virus,they made a new virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Praying for those who are sick in China ðŸ:trade_mark:,praying for those who are sick in china ðÿtrade_mark,"{'neg': 0.258, 'neu': 0.547, 'pos': 0.195, 'compound': -0.2023}",-0.2023,Negative
"It is not $700 million but USD 1.6 billions to counter Chinaâ€:trade_mark:s influence. But all China did was making documentary about China development, it is the Western tourist that reveal the fake news by the western mainstream media. They are exposing the lies told to them by the media and politicians, they found out the opposite is true when they were in China.",it is not 700 million but usd 16 billions to counter chinaâtrade_marks influence but all china did was making documentary about china development it is the western tourist that reveal the fake news by the western mainstream media they are exposing the lies told to them by the media and politicians they found out the opposite is true when they were in china,"{'neg': 0.143, 'neu': 0.806, 'pos': 0.051, 'compound': -0.7783}",-0.7783,Negative
"I wonder whether this is another part of America spending $700 millions for smearing and badmouthing China. Why this poor Indians media are popping up everywhere to demonizing China. Why these propaganda channel are spreading these fake news? Are they sponsored by these funds or orchestrated by NED/CIA? The one that has a hotbed of disease is India, it is filthy and extremely dirty society.",i wonder whether this is another part of america spending 700 millions for smearing and badmouthing china why this poor indians media are popping up everywhere to demonizing china why these propaganda channel are spreading these fake news are they sponsored by these funds or orchestrated by nedcia the one that has a hotbed of disease is india it is filthy and extremely dirty society,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.8983}",-0.8983,Negative
Not buying it. More scare and fear tactics!,not buying it more scare and fear tactics,"{'neg': 0.537, 'neu': 0.463, 'pos': 0.0, 'compound': -0.788}",-0.788,Negative
The USA is in everybody business over the world,the usa is in everybody business over the world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Anytime donal j trump in power virus ðŸ¦  comes in to place ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤” just remember who was the ones who was involved in COVID 19â€:trade_mark:,anytime donal j trump in power virus ðÿ comes in to place ðÿðÿðÿðÿ just remember who was the ones who was involved in covid 19âtrade_mark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Hate's Most Political Vision,hates most political vision,"{'neg': 0.404, 'neu': 0.279, 'pos': 0.317, 'compound': -0.1585}",-0.1585,Negative
close border for all passport from mainland china.,close border for all passport from mainland china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Isn't it funny that the flu and pneumonia did not exist in 2020 and 2021, because it was replaced with SARS-COV2. Yet SARS-COV2 is NOT a respiratory virus, but an inflammatory virus. SMH ðŸ˜¢",isnt it funny that the flu and pneumonia did not exist in 2020 and 2021 because it was replaced with sarscov2 yet sarscov2 is not a respiratory virus but an inflammatory virus smh ðÿ,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.6655}",-0.6655,Negative
Stay there and donâ€:trade_mark:t spread All over world!,stay there and donâtrade_markt spread all over world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Ladies and gentlemen, as with covid, this is what known in China as ""5 year plan"" ðŸ¥º",ladies and gentlemen as with covid this is what known in china as 5 year plan ðÿº,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"This is how Covid started, it started with denials!!!!! All airlines should ban all flights from and into China",this is how covid started it started with denials all airlines should ban all flights from and into china,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
the root of all the virus!,the root of all the virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
No chinese allowed in the philippine airportðŸ˜:registered:ðŸ˜:registered:ðŸ˜:registered:,no chinese allowed in the philippine airportðÿregisteredðÿregisteredðÿregistered,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
Why WHY China ur always making problem..,why why china ur always making problem,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
Sorry not falling for it again.,sorry not falling for it again,"{'neg': 0.193, 'neu': 0.593, 'pos': 0.214, 'compound': 0.0372}",0.0372,Neutral
China not allowed to any country's....,china not allowed to any countrys,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Well i wont be getting any vaccines this time,well i wont be getting any vaccines this time,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.2732,Positive
"WTF china!â€‹ Tama na ðŸ‡µðŸ‡­ ðŸ˜:copyright:
How? i gonna grow as a adult mental and physically and socially if there's upcoming quarantine?",wtf chinaâ tama na ðÿµðÿ ðÿcopyright how i gonna grow as a adult mental and physically and socially if theres upcoming quarantine,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative
Why new viruses are always coming from China?,why new viruses are always coming from china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Same as Hitler taking Czechoslovakia because there were some Germans living there.  Or Russia invading Ukraine for the same reason.  Why not Russia taking Alaska because they used to own it.  Or Mexico taking back California, Nevada, Arizona, New Mexico, Colorado and Texas because they used to own it and some Mexicans live there.  Taiwan is a separate Country and so was Tibet.",same as hitler taking czechoslovakia because there were some germans living there or russia invading ukraine for the same reason why not russia taking alaska because they used to own it or mexico taking back california nevada arizona new mexico colorado and texas because they used to own it and some mexicans live there taiwan is a separate country and so was tibet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Is this strategy to control people of china,is this strategy to control people of china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
China is a most threat country in the world ðŸ’”,china is a most threat country in the world ðÿ,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.5709}",-0.5709,Negative
"everything is happening  coincidentally  nearing chinese new year . Chinese citizens take the longest holidays during this time ,often travelling to other countries , making the virus spread easier  .. U will see there will be lack of checks from china of its citizens leaving the country , but more stricter checks when they come back in  .",everything is happening coincidentally nearing chinese new year chinese citizens take the longest holidays during this time often travelling to other countries making the virus spread easier u will see there will be lack of checks from china of its citizens leaving the country but more stricter checks when they come back in,"{'neg': 0.03, 'neu': 0.903, 'pos': 0.067, 'compound': 0.2617}",0.2617,Positive
"Let's just be real, Chinese eat anything that has a pulse",lets just be real chinese eat anything that has a pulse,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I doubt China would allow posts on youtube unless.its propaganda,i doubt china would allow posts on youtube unlessits propaganda,"{'neg': 0.336, 'neu': 0.522, 'pos': 0.142, 'compound': -0.3818}",-0.3818,Negative
Another factory of money,another factory of money,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
This virus is the doing of the Chinese communist party to cull the population because they are losing control of the people. This is a direct attack on the Chinese people by its own government.,this virus is the doing of the chinese communist party to cull the population because they are losing control of the people this is a direct attack on the chinese people by its own government,"{'neg': 0.141, 'neu': 0.792, 'pos': 0.067, 'compound': -0.4588}",-0.4588,Negative
Made in China virus ðŸ˜¢,made in china virus ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"ðŸŽ‰ahh china keeps giving gifts, not in a good way!",ðÿžahh china keeps giving gifts not in a good way,"{'neg': 0.188, 'neu': 0.625, 'pos': 0.187, 'compound': -0.0015}",-0.0015,Neutral
Happy new year NTDnews.luvwatchinguðŸŽ‰ðŸŽ‰ðŸŽ‰,happy new year ntdnewsluvwatchinguðÿžðÿžðÿž,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,Positive
More footage from China of people desperate and dying. Are they trying to take Hollywoods crown because they are not really any good at acting..,more footage from china of people desperate and dying are they trying to take hollywoods crown because they are not really any good at acting,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.601}",-0.601,Negative
ðŸ‘‰ðŸ½ðŸ‘‰ðŸ½ðŸ‘‰ðŸ½ Another reason to despise the CCP even more. Each day the CCP commits another â€œAct of Warâ€against the U.S. & the rest of the world. All other countries will never forget Covid-19 & the CCPâ€:trade_mark:s intentional spreading of it to the rest of the world & its own people. China has the worst reputation of ANY country on earth. Revolution NOW!!!,ðÿðÿ½ðÿðÿ½ðÿðÿ½ another reason to despise the ccp even more each day the ccp commits another âœact of warâagainst the us the rest of the world all other countries will never forget covid19 the ccpâtrade_marks intentional spreading of it to the rest of the world its own people china has the worst reputation of any country on earth revolution now,"{'neg': 0.101, 'neu': 0.856, 'pos': 0.043, 'compound': -0.6941}",-0.6941,Negative
Why is China responsible for most plagues honestly?,why is china responsible for most plagues honestly,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.6786}",0.6786,Positive
Is this in the worldwide fog??,is this in the worldwide fog,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Because I need to take off the face diaper and breathe fresh air.,because i need to take off the face diaper and breathe fresh air,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.3182,Positive
"new infections ""expected"".    guess infections make reservations. they know this because they release them,",new infections expected guess infections make reservations they know this because they release them,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Considering Africans have been setting the Chinese businesses including the EV ones on fire and looting them I dont think the Africans are crazy about the Chinese government.,considering africans have been setting the chinese businesses including the ev ones on fire and looting them i dont think the africans are crazy about the chinese government,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative
The CCP will never be anything more than what it has always been. If anyone thinks these people care about human rights they are not paying attention. The CCP doesnâ€:trade_mark:t care about itâ€:trade_mark:s own citizens and never has. They are just a couple of steps from governing like NK.,the ccp will never be anything more than what it has always been if anyone thinks these people care about human rights they are not paying attention the ccp doesnâtrade_markt care about itâtrade_marks own citizens and never has they are just a couple of steps from governing like nk,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.836}",0.836,Positive
Something  is not right need to watch the cause .It's serious  .It is very dangerous if it spread  ....,something is not right need to watch the cause its serious it is very dangerous if it spread,"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.5709}",-0.5709,Negative
This isnâ€:trade_mark:t a new virus itâ€:trade_mark:s symptoms of side effects from the C19 vaccines!,this isnâtrade_markt a new virus itâtrade_marks symptoms of side effects from the c19 vaccines,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Stop eating cats and dogs.,stop eating cats and dogs,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
Iâ€:trade_mark:d never spend 5k on Chinese shite. The throwaway model is destroying us.,iâtrade_markd never spend 5k on chinese shite the throwaway model is destroying us,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
