Cleaned_Translated_Comment,VADER_Sentiment,Label_Encoded_Sentiment
i mentioned on youtube 4 months ago that china viruses will be terrible in february 2025 do not travel for chineses new year 2035 a must,Negative,0
that is a result of malnourish sleeping in the open outside stress depressionexpected in a depress downfall society with an economic fall down meltdown,Negative,0
byd evs are the new blood diamonds,Neutral,1
when china sneezes the whole world catches a cold ,Neutral,1
new york based cant be any good,Negative,0
this channel sound like a western warmongers hegemony propaganda channel,Negative,0
round twoshutdown 20,Neutral,1
just another virus to make money for the pharmaceutical companies and to reduce the human population of the world but in other countries they steal children to grow the population this world is sick one of the things god hate is unfair profits so companies stand in the line of gods anger on companies,Negative,0
countries should lock their ports to all chinese citizen,Neutral,1
please explain to me how china a country that does not recognize international law unless it suits them become a a member of the un not only that but they have a voicepower to tell the un what is supposed to do,Positive,2
with these lung infections in so many children you do wonder what was in the chinese ccp covid injections the west has recorded unexplained increase in deaths in various populations you do wonder,Positive,2
bro here we go again man its covid all over again bro and from china again they cant stop man,Positive,2
o man the bullshit media propaganda starts again,Negative,0
winnie the flu v20 ,Negative,0
all 4 horse man at 1 time,Neutral,1
president trump must be vigilantchina might use the virus again,Neutral,1
rsv is a global issue not just a problem for china however the most dangerous and deadly virus plaguing china is the ccp and its parasitic leadership this is the root of the nations current and most pressing challenges the fabricated data calling a million death in the america is pure nonsense number one killer is influenza no one knows what happened since the corrupted cdc aided those to use federal funding to call it covid vice other known diseases,Negative,0
thanks miss tao,Positive,2
every winter a new respiratory infection in china,Neutral,1
how is it they wanna kill you and save you at the same time,Negative,0
the real story is that very few new vehicles for sale cost over 9000 to produce if you buy a new domestically made vehicle in the usa 20 to 30 percent of it is made in china even if you bought a new vehicle in 1999 it had parts in it from around the world,Neutral,1
dont be fooled guys these channel are controlled by seeeeeee ceeeee peeeeeee,Positive,2
there are no level playing field with every ccpland private companies whom are backed by defacto founderccp so how to compete with them no way 027,Negative,0
did someone eat another bat,Neutral,1
stop living so close together,Negative,0
long story short china cant stop attacking a trump presidency ,Positive,2
these diseases would be ok if china ever learned anything from dealing with the problem but they dont time after time they make the same mistakes do nothing wait hide oh cant hide what shall we do do a bit as quickly as possible then lie time after time,Negative,0
every so often this channel reports the same propaganda nonsense no sane mind believes this,Negative,0
